ESTU,REGISTRO,CUES,CCAA,PROV,MUN,TAMUNI,CAPITAL,ENTREV,TIPO_TEL,SEXO,EDAD,P0,ADQUINAC,PAISNAC,PAISNAC2,P1,P2_1,P2_2,P3,P4,P5,P6,P7,ECOPER,ECOESP,PESPANNA1,PESPANNA2,PESPANNA3,PPERSONAL1,PPERSONAL2,PPERSONAL3,PREFPTE,PROBVOTO,INTENCIONG,INTENCIONGALTER,SIMPATIA,ESCIDEOL,LIDERESCONOCE_1,LIDERESCONOCE_2,LIDERESCONOCE_3,LIDERESCONOCE_4,VALORALIDERES_1,VALORALIDERES_2,VALORALIDERES_3,VALORALIDERES_4,CONFIANZAPTE,CONFIANZAOPOSIC,CONOMINIS_1,CONOMINIS_2,CONOMINIS_3,CONOMINIS_4,CONOMINIS_5,CONOMINIS_6,CONOMINIS_7,CONOMINIS_8,CONOMINIS_9,CONOMINIS_10,CONOMINIS_11,CONOMINIS_12,CONOMINIS_13,CONOMINIS_14,CONOMINIS_15,CONOMINIS_16,CONOMINIS_17,CONOMINIS_18,CONOMINIS_19,CONOMINIS_20,CONOMINIS_21,CONOMINIS_22,VALMINIS_1,VALMINIS_2,VALMINIS_3,VALMINIS_4,VALMINIS_5,VALMINIS_6,VALMINIS_7,VALMINIS_8,VALMINIS_9,VALMINIS_10,VALMINIS_11,VALMINIS_12,VALMINIS_13,VALMINIS_14,VALMINIS_15,VALMINIS_16,VALMINIS_17,VALMINIS_18,VALMINIS_19,VALMINIS_20,VALMINIS_21,VALMINIS_22,PARTICIPACIONG,RECUVOTOG,CERCANIA,P23_1,P23_2,ESCUELA,NIVELESTENTREV,RELIGION,PRACTICARELIG6,ECIVIL,SITLAB,RELALAB,CNO11,INGRESHOG,CLASESOCIAL,SINCERIDAD,IA_I501,IA_I502,IA_I503,IA_I504,IA_I505,IA_I506,IA_I507,IA_I508,IA_I509,IA_I510,IA_I511,IA_I512,IA_I513,IA_I514,IA_I515,IA_I516,IA_I517,IA_I518,IA_I519,IA_I520,IA_I521,IA_I522,IA_I523,IA_I524,IA_I525,IA_I526,IA_I528,IA_I529,IA_I530,IA_I531,IA_I532,IA_I533,IA_I534,IA_I535,IA_I536,IA_I537,IA_I538,IA_I539,IA_I540,IA_I541,IA_I542,IA_I543,IA_OBS1,IA_OBS2,IA_E1_DIA,IA_E1_MES,IA_E1_ANYO,IA_E2,IA_E3,IA_E4,IA_VALIDA,IA_APLAZADA,IA_MODIFICADA,IA_SUPERVISADA,IA_C2,IA_C2A,IA_C2B_1,IA_C2B_2,IA_C2B_3,IA_C2B_4,IA_C2B_5,IA_C2B_6,IA_C2B_7,IA_C2B_8,IA_C2B_9,IA_C2B_10,IA_C2B_11,IA_C2B_12,IA_C2B_13,IA_C2B_14,IA_C2B_15,IA_C2B_16,IA_C2B_17,IA_C2B_18,IA_C2B_19,IA_C2B_20,IA_C2B_21,IA_C2B_22,IA_C2B_23,IA_C2B_24,IA_C2B_25,IA_C3,IA_C4,PREFPTER,INTENCIONGR,INTENCIONGALTERR,SIMPATIAR,VOTOSIMG,RECUVOTOGR,RECUERDO,CERCANIAR,ESTUDIOS,CNO11R,CLASESUB,PESO,PESOCCAA,CHALLENGER,NIVELESTAGR,CLASESUBAGR,AntiEliteEstablishment,CHALLENGERDERIZQOTROS
3468,114885,3373,1,29,0,4,3,0,2,1,43,1,1,1,,3,13,4,3,5,2,2,5,2,5,24,45,51,51,8,35,8,10,2,3,,10,1,1,1,1,1,6,1,5,4,2,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,7,1,1,1,7,7,7,3,3,2,,3,1,4,3,1,2,1,,2,1,2,,3,5,3,,,,1,2,2,1,,3,8,1,4,1,1,1,1,2,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25,0,0,0,0,30,0,,,3,7,24,3,22,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,2,3,,2,2,2,2,6,1,2,0.61504,0.96495,1,3,2,3,1
3468,160673,3728,3,33,24,5,3,0,2,2,61,1,1,1,,2,13,97,9,2,9,2,5,5,5,50,76,11,20,1,6,96,5,28,8995,,5,1,1,1,1,1,2,1,2,4,4,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,3,28,2,,3,9,4,,5,4,,,5,96,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,16,0,,,4,7,24,4,25,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,96,28,8995,,28,3,3,28,6,16,6,0.34297,0.6164,1,3,,3,1
3468,100009,3139,4,7,0,3,3,0,2,1,29,1,1,1,,1,11,1,1,1,2,2,4,2,4,8,16,13,12,7,999,97,10,9977,,1,5,1,1,1,1,5,98,98,2,1,3,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,98,,,,,,,,,,,,,,,,,1,9977,1,7,,3,4,3,3,2,4,,,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,7,24,3,26,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,9977,,1,9977,9977,9977,1,3,16,1,5.13365,1.15004,1,2,1,3,1
3468,56114,2140,12,36,57,5,3,0,2,2,44,1,1,1,,1,13,14,9,1,2,2,5,3,5,24,11,50,996,21,70,3,10,3,28,,10,1,1,1,1,1,3,1,7,4,4,7,1,1,1,7,1,1,1,1,7,1,7,7,1,7,7,1,1,1,7,1,7,,1,1,3,,1,1,1,1,,1,,,1,,,1,1,1,,1,,1,9999,3,,,3,98,9,,2,1,1,4,8,12,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,49,0,1,0,0,49,0,,,2,7,24,2,24,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,28,,3,9999,9999,3,9,4,5,1.80808,0.66526,0,,3,3,0
3468,78838,2568,13,28,79,7,1,0,2,1,34,1,1,1,,2,11,96,4,5,1,2,5,2,5,35,70,50,35,50,70,3,10,3,28,,8,1,1,1,1,1,6,1,8,4,3,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,7,1,1,7,7,1,7,1,1,1,,1,1,1,1,1,1,1,,3,1,1,,1,4,,,1,,1,3,3,1,,3,12,1,5,1,1,1,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,,,2,7,24,2,17,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,28,,3,3,3,3,6,1,2,0.5203,0.74476,0,3,2,3,0
3468,46472,1812,1,4,13,5,2,0,2,1,62,1,1,1,,2,11,1,1,2,2,2,1,2,5,13,50,22,21,70,52,2,10,2,8996,,5,1,1,1,1,1,5,6,2,4,2,7,7,1,7,7,1,1,1,1,7,1,7,7,7,7,7,1,1,7,1,7,7,,,4,,,1,3,98,1,,1,,,,,,3,5,,98,,,1,2,5,1,,3,13,1,3,1,1,2,1,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,,,2,7,24,2,28,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,8996,,2,2,2,5,6,1,2,0.39941,0.77293,1,3,2,3,1
3468,92724,2956,1,4,0,2,3,0,2,1,78,1,1,1,,8,11,2,2,98,1,2,2,4,4,16,998,999,998,999,999,98,10,2,3,,10,1,1,1,1,1,9,7,8,4,2,7,7,1,7,7,1,7,7,1,7,7,7,1,7,7,7,7,1,7,7,7,7,,,8,,,9,,,9,,,,8,,,,,9,,,,,1,2,2,1,,3,4,9,,4,2,,,6,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,8,0,,,3,7,24,3,25,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,2,3,,2,2,2,2,3,12,8,1.88494,1.60293,1,2,,3,1
3468,13825,567,1,11,20,5,3,0,2,1,62,1,1,1,,3,11,4,2,1,1,2,1,3,4,24,30,6,58,20,16,98,10,2,3,,5,1,1,1,1,4,5,3,5,4,1,1,1,1,7,7,1,1,7,1,7,1,7,1,1,7,7,1,1,1,7,7,7,3,4,4,,,2,1,,1,,1,,1,1,,,2,5,1,,,,1,2,2,1,,3,6,1,4,2,4,,,6,6,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,26,1,,,1,7,24,1,22,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,98,2,3,,2,2,2,2,4,16,5,0.90596,0.77293,1,2,3,3,1
3468,161603,3773,1,14,0,2,3,0,2,1,28,1,1,1,,2,11,3,3,5,2,2,5,2,5,25,76,15,8,18,999,97,0,9997,,8995,99,1,1,1,1,1,1,1,1,4,4,1,1,1,7,1,1,1,1,1,7,1,7,1,1,1,7,1,1,7,7,1,7,1,1,1,,1,1,1,1,1,,1,,1,1,1,,1,2,,,1,,1,8995,15,1,,3,7,6,,2,1,1,3,2,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,30,0,,,4,7,24,4,15,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,9997,,8995,8995,8995,8995,8995,5,3,2,0.72752,1.19948,1,2,2,3,1
3468,4551,196,1,18,87,5,2,0,1,1,26,1,1,1,,2,11,4,2,2,1,2,2,2,5,24,8,998,1,7,998,2,10,2,3,,98,1,1,1,1,1,9,4,6,4,2,7,7,1,7,7,1,1,7,1,7,1,7,7,1,7,7,1,1,7,7,7,7,,,7,,,4,6,,5,,3,,,7,,,5,6,,,,,1,2,2,1,,3,7,2,2,2,1,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2,7,24,2,19,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,2,2,2,2,5,3,2,0.50616,0.77545,1,2,2,3,1
3468,25274,1026,1,23,0,4,3,0,2,1,37,1,1,1,,1,11,97,4,4,2,2,5,1,4,8,25,999,49,1,7,97,1,9997,,15,99,1,1,1,1,1,2,1,1,4,3,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,7,7,1,2,1,1,1,3,1,1,1,1,,1,2,3,1,1,1,1,2,1,,,1,2,,15,,9,3,11,2,3,2,1,1,2,1,96,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,,,1,7,24,1,17,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,9997,,8995,8995,,9997,8995,6,2,6,0.61504,0.96495,1,3,,3,1
3468,15263,628,1,41,0,3,3,0,2,1,45,1,2,2,126,9,11,1,4,4,2,2,5,1,5,51,8,58,999,999,999,12,10,9999,,9999,99,1,1,1,1,1,1,1,1,4,4,7,7,7,7,7,1,7,7,1,7,1,7,7,1,7,7,7,1,7,7,7,7,,,,,,1,,,1,,1,,,1,,,,1,,,,,1,9999,9999,,,3,14,6,,1,1,1,2,9,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,,,1,7,24,1,18,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,9999,,9999,9999,9999,9999,9999,6,2,6,0.55008,0.9388,,3,,3,
3468,147042,3639,2,50,297,6,1,0,2,2,69,1,1,1,,3,11,5,2,2,8,2,2,4,8,8,15,58,58,6,998,97,5,8996,,9997,99,1,1,1,1,3,3,3,3,3,3,7,7,7,7,7,1,1,7,1,7,1,7,1,7,7,7,7,1,7,7,7,7,,,,,,2,2,,4,,4,,4,,,,,2,,,,,2,,9997,,8,3,4,2,2,1,2,,,1,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,31,0,0,0,0,25,0,,,4,7,24,4,22,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,8996,,9997,8996,,9997,9997,3,12,5,1.59787,0.96257,,2,3,3,
3468,68611,2442,5,35,0,4,3,0,2,2,54,1,1,1,,2,13,97,1,1,2,2,5,5,5,24,18,999,996,70,51,3,10,3,28,,98,1,1,1,1,1,1,1,10,4,4,7,7,9,7,7,1,7,1,1,7,1,7,7,1,7,7,1,1,7,7,7,7,,,,,,1,,1,1,,1,,,1,,,3,3,,,,,1,3,3,1,,3,5,1,5,2,4,,,6,96,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,48,1,,,2,7,24,2,21,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,28,,3,3,3,3,5,16,6,1.40476,0.98739,0,2,,3,0
3468,81335,2602,5,38,38,5,1,0,2,2,55,1,2,2,351,3,11,3,2,2,1,1,1,4,4,9,51,14,8,9,7,97,10,9998,,1,5,1,1,1,1,2,2,3,2,4,4,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,,,,,,3,,,,,98,,,,,,,,,,,,1,1,1,2,,3,9,2,1,5,1,1,2,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,18,0,,,2,7,24,2,18,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,9998,,1,1,1,1,1,6,2,4,0.49541,0.6626,1,3,2,3,1
3468,122045,3438,7,16,0,1,3,0,2,1,25,1,1,1,,2,13,96,4,5,2,2,5,5,5,50,25,49,25,6,35,97,10,3,8996,,10,1,1,1,1,1,1,1,3,4,4,7,1,1,1,7,1,1,1,1,7,1,7,1,1,7,1,1,1,7,7,7,7,,1,1,1,,1,1,1,1,,1,,1,1,,1,1,1,,,,,1,3,3,1,,3,10,2,3,2,1,1,3,3,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,,,3,7,24,3,20,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,3,8996,,3,3,3,3,6,3,5,0.68258,1.10141,0,3,3,3,0
3468,153823,3677,8,24,0,2,3,0,2,1,22,1,1,1,,2,13,1,3,1,1,1,1,4,3,7,8,16,8,7,16,9,10,8,1,,2,1,1,1,1,7,3,7,1,2,4,7,7,7,7,7,1,7,1,1,7,1,7,7,1,1,7,7,1,1,7,7,7,,,,,,7,,5,2,,5,,,6,5,,,6,4,,,,1,21,8,2,,3,10,6,,2,5,,,4,5,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,104,0,1,0,1,98,2,,,4,7,24,4,15,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,8,1,,8,21,21,8,6,16,4,0.68843,1.08024,0,3,2,3,2
3468,27258,1096,9,8,187,5,3,0,2,1,67,1,1,1,,1,11,98,2,5,1,1,5,2,2,9,451,46,45,18,998,2,10,2,3,,8,1,1,1,1,3,7,1,6,3,2,7,1,1,7,1,1,1,7,1,1,1,7,7,1,7,7,1,1,7,7,7,7,,4,5,,5,1,6,,3,6,3,,,1,,,4,6,,,,,1,2,2,1,,3,9,2,9,5,1,2,1,2,2,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,16,0,,,1,7,24,1,26,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,2,2,2,2,6,1,1,0.37824,0.82712,1,3,1,3,1
3468,17366,717,10,3,0,3,3,0,2,1,40,1,1,1,,1,13,7,4,4,2,2,5,2,5,25,13,999,18,8,19,3,10,3,9993,,10,1,1,1,1,1,1,1,8,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,3,3,1,,3,11,1,4,1,1,1,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,1,7,24,1,16,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9993,,3,3,3,3,6,4,2,0.62177,0.81313,0,3,2,3,0
3468,162975,3832,10,46,0,3,3,0,2,1,22,1,2,1,,1,13,97,4,3,2,2,2,2,3,18,16,998,997,999,999,2,7,2,3,,5,1,1,1,1,3,5,3,4,3,2,7,7,7,7,7,1,7,7,1,7,1,7,7,7,7,7,7,1,7,1,7,7,,,,,,2,,,3,,5,,,,,,,2,,98,,,2,,2,,2,3,10,2,2,2,1,1,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,,,4,7,24,4,22,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,2,,9997,2,6,1,2,0.56999,1.43425,1,3,2,3,1
3468,42359,1659,13,28,74,5,3,0,2,2,44,1,1,1,,1,11,12,1,2,2,2,5,4,5,8,51,18,25,9,29,3,10,3,8996,,8,1,1,1,1,1,1,1,7,4,4,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,3,3,1,,3,6,5,,2,1,1,5,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,3,7,24,3,21,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,8996,,3,3,3,3,4,5,5,1.95501,1.09511,0,2,3,3,0
3468,92662,2955,16,20,69,5,2,0,2,1,29,1,1,1,,1,11,96,4,4,2,2,5,2,4,9,12,999,35,491,998,2,0,15,1601,,98,1,1,1,1,3,4,1,1,4,3,1,1,1,1,7,1,1,1,1,7,1,7,7,1,1,7,1,1,7,7,7,1,2,1,1,3,,2,1,1,4,,1,,,1,3,,5,6,,,,4,2,,15,,1,3,13,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,,,3,7,24,3,22,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,8995,1601,,8995,,9997,8995,6,2,1,0.52274,0.44131,1,3,1,3,1
3468,60526,2269,17,26,89,5,1,0,1,2,37,1,1,1,,3,13,96,4,3,1,2,1,2,4,13,46,996,22,78,38,1,10,1,9977,,4,1,1,1,1,4,1,5,1,3,4,7,7,1,7,7,1,1,7,1,7,1,7,1,7,7,7,1,1,7,7,7,7,,,98,,,5,5,,6,,6,,3,,,,3,5,,,,,1,1,1,1,,3,9,2,3,1,1,1,2,3,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,9,0,,,2,7,24,2,15,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,9977,,1,1,1,1,6,2,2,0.17325,0.81622,1,3,2,3,1
3468,95429,3025,1,11,0,4,3,0,1,2,72,1,1,1,,2,1,4,2,1,1,2,1,2,2,52,51,13,72,58,14,1,10,1,21,,1,1,1,1,1,10,1,10,1,1,4,7,1,1,7,7,1,1,7,1,7,1,7,1,1,7,7,1,1,1,7,7,7,,10,10,,,10,10,,10,,8,,8,8,,,10,10,10,,,,1,1,1,1,,3,6,2,3,1,2,,,5,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,,,3,7,24,3,25,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,21,,1,1,1,1,4,12,2,0.65505,0.99826,1,2,2,2,1
3468,112044,3328,1,11,0,4,3,0,2,2,36,1,1,1,,3,1,4,2,2,2,2,2,4,5,8,51,13,8,9,16,2,10,2,6,,10,1,1,1,1,1,10,1,5,4,2,7,7,7,7,7,1,1,7,1,7,1,7,1,7,7,7,1,1,7,7,7,7,,,,,,1,1,,1,,1,,5,,,,1,1,,,,,1,2,2,1,,3,6,2,3,2,1,1,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,,,3,7,24,3,18,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,2,2,2,2,4,5,2,1.74387,0.93769,1,2,2,2,1
3468,147974,3644,1,18,0,3,3,0,2,2,47,1,1,1,,2,4,5,2,3,2,2,2,5,4,1,11,51,1,8,998,2,10,2,3,,6,1,1,1,1,2,7,1,5,4,2,1,7,1,7,7,1,1,7,1,7,1,7,1,1,7,7,7,1,7,7,7,7,4,,3,,,1,4,,2,,1,,5,1,,,,4,,,,,1,3,2,2,,3,5,2,2,5,4,,,5,12,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,,,4,7,24,4,15,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,2,3,3,2,5,16,5,1.27869,0.93633,1,2,3,2,1
3468,105398,3211,1,29,0,4,3,0,2,1,28,2,2,2,343,3,1,4,4,3,1,1,2,2,4,8,51,11,11,8,7,97,0,9977,,9997,3,1,1,1,1,3,4,3,2,3,4,1,7,1,7,7,1,7,7,1,7,1,7,7,1,1,7,7,1,7,7,7,7,3,,4,,,2,,,1,,1,,,1,3,,,3,,,,,2,,1,,1,3,6,6,,2,1,1,3,3,12,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39,1,1,0,0,36,0,,,3,7,24,3,17,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,9977,,9997,9977,,9997,1,4,3,5,1.66517,0.95253,1,2,3,2,1
3468,39863,1560,1,29,67,6,2,0,2,2,54,1,1,1,,3,4,3,3,2,2,2,4,2,4,51,13,50,6,8,9,2,10,9999,,2,5,1,1,1,1,1,7,1,1,4,3,7,7,1,7,7,1,1,7,1,7,1,7,7,7,7,7,7,1,7,7,7,7,,,1,,,1,1,,1,,1,,,,,,,5,,,,,1,2,2,1,,3,7,2,3,2,1,3,5,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,,,2,7,24,2,24,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,9999,,2,2,2,2,2,5,5,6,0.49575,0.76224,1,2,3,2,1
3468,8146,331,1,41,0,2,3,0,2,1,69,1,1,1,,1,95,99,1,1,1,1,1,2,2,52,51,13,999,999,999,99,10,2,1,,1,1,1,1,1,4,5,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,4,4,3,3,3,3,3,3,6,2,4,4,3,4,3,3,3,2,1,2,1,1,,3,2,2,1,1,2,,,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,7,24,1,20,2,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99,2,1,,2,2,2,1,2,12,5,2.50653,1.08756,1,1,3,2,1
3468,79013,2572,2,22,0,3,3,0,2,2,44,1,1,1,,1,2,1,3,3,2,2,2,2,8,18,13,51,13,18,80,8,9,9998,,9997,6,1,1,1,1,1,3,1,1,4,3,1,1,1,7,7,1,1,7,1,7,1,7,1,7,7,7,1,1,1,7,7,7,1,1,1,,,1,1,,1,,3,,1,,,,1,7,1,,,,1,2,2,1,,3,11,2,1,2,1,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,7,24,2,20,4,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,9998,,9997,9997,2,2,2,6,2,2,0.67277,0.94452,1,3,2,2,1
3468,157090,3684,2,50,297,6,1,0,2,2,68,1,1,1,,2,4,6,1,1,1,2,4,2,5,24,50,11,24,8,999,2,10,2,3,,9,1,1,1,1,2,8,2,7,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,7,1,1,3,2,3,2,3,1,2,2,2,2,2,2,3,1,,2,2,3,2,,2,2,1,2,2,1,,3,11,2,3,5,2,,,3,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,29,0,,,4,7,24,4,18,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,2,2,2,2,6,12,2,0.22376,0.96257,1,3,2,2,1
3468,31995,1271,5,35,0,3,3,0,2,1,62,1,1,1,,3,5,4,1,1,2,2,5,2,5,24,50,51,24,50,11,3,10,3,9977,,7,1,1,1,1,1,1,1,7,4,4,1,1,1,1,7,1,1,1,1,7,1,7,1,1,7,1,1,1,7,7,1,1,1,1,1,1,,1,1,1,1,,1,,1,1,,1,1,1,,,1,1,1,3,3,1,,3,6,2,2,1,4,,,3,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,0,,,1,7,24,1,18,3,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9977,,3,3,3,3,4,16,2,1.20211,1.10863,0,2,2,2,0
